restaurant_id,name,address,phone,latitude,longitude,category,description,avg_rating,business_hours
16,김가네한식뷔페,"경기도 수원시 장안구 창훈로66번길 33, 1층 102호 (연무동)",,37.2989987745,127.0291601183,한식,,0.0,
17,김가옥밥상,"경기도 수원시 권선구 호매실로104번길 18, 골든프라자 3층 301호 (호매실동)",,37.2563584313,126.9624863664,한식,,0.0,
18,김경자소문난대구왕뽈찜,"경기도 수원시 팔달구 중부대로 177 (우만동, 송림빌딩 1층 102호)",031-215-0081,37.2777883219,127.0358234108,한식,,0.0,
19,김경자소문난대구왕뽈찜,경기도 수원시 영통구 청명남로4번길 27 (영통동),031-205-1119,37.249721149,127.0748297309,한식,,0.0,
20,김계남더착한통닭,"경기도 수원시 장안구 정자로 164 (정자동,외1필지)",031-255-9923,37.3054582052,126.9933828894,치킨,,0.0,
21,김군송탄부대앤(&)김치찌개,"경기도 수원시 권선구 노림로 10-3, 1층 서쪽호 (호매실동)",,37.266931989,126.9546516861,한식,,0.0,
22,김대원 수제돈까스,"경기도 수원시 영통구 인계로 286, 1층 (매탄동)",031-214-6293,37.2631815803,127.0487360102,한식,,0.0,
23,김대창,"경기도 수원시 권선구 호매실로104번길 90, 제이디타워1 1층 114,115호 (호매실동)",,37.2595863377,126.9626889753,한식,,0.0,
24,김동명찌개사랑,경기도 수원시 팔달구 권광로175번길 103 (인계동),031-273-4404,37.2646276431,127.0266336166,한식,,0.0,
25,김래하닭갈비 망포직영점,"경기도 수원시 영통구 덕영대로1556번길 16, 디지털엠파이어빌딩 1층 117,118호 (영통동)",,37.2449526438,127.0599958565,한식,,0.0,
26,김맥주(Kim Beer),"경기도 수원시 영통구 청명남로34번길 21 (영통동, 테라스가든 106호)",031-203-7892,37.2523239506,127.076720794,한식,,0.0,
27,김명자낙지마당,경기도 수원시 권선구 서부로 1991 (구운동),031-294-9090,37.2864588723,126.969142651,한식,,0.0,
28,김명자낙지마당영통점,"경기도 수원시 영통구 매영로 416, 104~109호 (영통동, 행림빌딩)",031-205-5878,37.2484226663,127.0772161958,한식,,0.0,
29,김바비네,"경기도 수원시 권선구 금곡로197번길 78, 세인트폴프라자 1층 103호 (금곡동)",,37.2756293399,126.9544197553,한식,,0.0,
30,김밥 cafe J.road,"경기도 수원시 영통구 광교호수공원로 155, 상가동 지3층 B101호 (원천동, 수원광교에일린의뜰)",,37.2780969268,127.0599834836,분식,,0.0,
31,김밥나라,경기도 수원시 권선구 상탑로 127-1 (서둔동),031-298-5551,37.2710527212,126.9851542474,분식,,0.0,
32,김밥나라,경기도 수원시 장안구 정조로 932 (영화동),031-246-8273,37.2908842013,127.0130548746,분식,,0.0,
33,김밥나라,"경기도 수원시 팔달구 경수대로704번길 39, 1층 (우만동)",,37.2890075783,127.0282070288,분식,,0.0,
34,김밥나라,"경기도 수원시 권선구 당진로 29-4, 107호 (당수동,기와프라자)",031-419-2800,37.2915985478,126.9401793137,분식,,0.0,
35,김밥나라,경기도 수원시 팔달구 일월로22번길 8 (화서동),031-293-0092,37.285328639,126.9805445456,분식,,0.0,
36,김밥나라,"경기도 수원시 팔달구 덕영대로697번길 17, 101호 (화서동)",,37.2849411717,126.9909483747,분식,,0.0,
37,김밥나라,"경기도 수원시 권선구 덕영대로1201번길 28 (권선동,금강타운 108호)",031-224-5415,37.2503707478,127.0229341015,분식,,0.0,
38,김밥나라 떡볶이 천국,경기도 수원시 팔달구 행궁로 66 (팔달로3가),031-268-0999,37.2768236257,127.015525519,분식,,0.0,
39,김밥마을,경기도 수원시 장안구 파장로54번길 1 (파장동),,37.3058068966,126.9948249291,분식,,0.0,
40,김밥마을,"경기도 수원시 장안구 장안로 232 (정자동,외2필지동신상가동1층)",031-246-5819,37.3031802126,126.9960837201,분식,,0.0,
41,김밥매니아,"경기도 수원시 팔달구 향교로 52 (매산로2가, 대주파크빌111호)",031-250-9595,37.2690161844,127.0064623357,분식,,0.0,
42,김밥먹고자란훈이,"경기도 수원시 팔달구 권광로 211 (인계동, 동수원메디뷰107호)",031-224-5315,37.2662854114,127.033243618,분식,,0.0,
43,김밥사랑,"경기도 수원시 장안구 정조로 979, 상가동 109호 (정자동, 뜨레모아라이프)",,37.294124625,127.0097620713,분식,,0.0,
44,김밥생각,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 주택건축물제1동 102호 (이의동)",031-307-7440,37.2876037684,127.0568031498,분식,,0.0,
45,김밥세상,경기도 수원시 팔달구 세지로 298 (지동),031-254-3568,37.2776241099,127.0239803994,분식,,0.0,
46,김밥속으로,경기도 수원시 권선구 세지로 94-1 (권선동),031-233-0348,37.2602328585,127.0186879844,분식,,0.0,
47,김밥여행,"경기도 수원시 장안구 이목로 24, 603동 101호 (정자동, SKSKYVIEW)",031-268-1221,37.3057762966,126.9856285067,분식,,0.0,
48,김밥왕국,"경기도 수원시 권선구 동수원로242번길 37, 1층 (권선동)",031-222-7720,37.2507586613,127.0366320106,분식,,0.0,
49,김밥월드,"경기도 수원시 장안구 상률로46번길 3, 102호 (율전동,유영타운)",031-269-1510,37.3056940067,126.9710498975,분식,,0.0,
50,김밥이야기,"경기도 수원시 영통구 도청로17번길 40, 1층 113호 (이의동)",,37.2850286389,127.052768325,분식,,0.0,
51,김밥전문점,경기도 수원시 영통구 산남로 85 (매탄동),031-217-3980,37.2706921334,127.04924386,분식,,0.0,
52,김밥중독,"경기도 수원시 장안구 경수대로927번길 12-26, 1층 (송죽동)",031-255-6634,37.3020913436,127.0072166738,한식,,0.0,
53,김밥집,"경기도 수원시 권선구 세권로195번길 28-24, 1층 (권선동)",,37.2561392824,127.0273295139,분식,,0.0,
54,김밥집,"경기도 수원시 장안구 수성로258번길 3, 메가플러스 104호 (영화동)",,37.289563285,127.001059562,분식,,0.0,
55,김밥천국,"경기도 수원시 영통구 중부대로271번길 5, 1층 103호 (원천동)",031-286-8796,37.2745716613,127.0454533533,한식,,0.0,
56,김밥천국,경기도 수원시 권선구 경수대로277번길 12 (세류동),031-235-3431,37.2521568858,127.0188182969,분식,,0.0,
57,김밥천국,경기도 수원시 권선구 정조로 384 (세류동),031-238-5155,37.2438389999,127.0148911184,분식,,0.0,
58,김밥천국,"경기도 수원시 장안구 서부로 2157 (율전동,제일빌딩 201호)",031-268-0072,37.3009677181,126.9723918829,분식,,0.0,
59,김밥천국,"경기도 수원시 권선구 온정로9번길 11, 1층 (오목천동)",,37.2470118153,126.9646612655,분식,,0.0,
60,김밥천국,"경기도 수원시 팔달구 권광로 184 (인계동, 캐슬타워117,118호)",031-267-2845,37.2637898538,127.0335748028,분식,,0.0,
61,김밥천국,"경기도 수원시 장안구 송원로 81 (조원동, 메가플러스2차 106호)",031-243-1001,37.3021627847,127.0092247016,분식,,0.0,
62,김밥천국,"경기도 수원시 권선구 동수원로177번길 40, 상가동 141호 (권선동, 수원아이파크시티8단지)",031-222-2555,37.246899359,127.0294393616,분식,,0.0,
63,김밥천국,"경기도 수원시 장안구 이목로 24, 603동 105호 (정자동, sk sky view)",031-268-7696,37.3057762966,126.9856285067,분식,,0.0,
64,김밥천국,"경기도 수원시 팔달구 갓매산로 51 (매산로2가,에스알프라자23차 107호)",031-246-1479,37.2689540937,127.0045453595,분식,,0.0,
65,김밥천국,"경기도 수원시 팔달구 향교로1번길 12-1, 1층 (매산로1가)",031-247-3008,37.2682086363,127.0008959769,분식,,0.0,
66,김밥천국,"경기도 수원시 장안구 만석로19번길 11-2, 1층 (천천동, 천경빌딩)",031-269-5432,37.2960588152,126.983438132,분식,,0.0,
67,김밥천국,"경기도 수원시 영통구 대학3로4번길 12, 101호 (이의동, 이스턴타워)",031-217-1478,37.2999380367,127.0434277052,한식,,0.0,
68,김밥천국,경기도 수원시 장안구 연무로 45 (연무동),031-247-1008,37.2951569812,127.0264311009,분식,,0.0,
69,김밥천국,"경기도 수원시 팔달구 장다리로 225, 1층 (인계동)",,37.2699340126,127.0259236666,한식,,0.0,
70,김밥천국,"경기도 수원시 팔달구 권선로 739, 101호 (인계동, 벨로시티)",031-233-0854,37.2581503981,127.0321209983,분식,,0.0,
71,김밥천국,"경기도 수원시 팔달구 중부대로 191, 1층 104호 (우만동)",031-212-4527,37.277073098,127.0373280346,분식,,0.0,
72,김밥천국,경기도 수원시 팔달구 덕영대로 923-10 (매산로1가),031-255-5266,37.2659405145,127.0017004249,분식,,0.0,
73,김밥천국,"경기도 수원시 권선구 곡선로50번길 21-4 (곡반정동,외1필지)",031-232-1336,37.2376778838,127.0293952217,분식,,0.0,
74,김밥천국 원천점,"경기도 수원시 영통구 삼성로277번길 29-3, 1층 (원천동)",031-211-8881,37.2671571245,127.0632615114,한식,,0.0,
75,김밥천국 화서블루밍점,"경기도 수원시 팔달구 화양로 34, 102호 (화서동)",031-268-0072,37.281190589,126.9970876863,분식,,0.0,
76,김밥천국6isters,"경기도 수원시 권선구 서수원로523번길 12-16, 1층 (금곡동)",,37.2727795926,126.958049684,분식,,0.0,
77,김밥천국영통벽적골,"경기도 수원시 영통구 덕영대로1555번길 13 (영통동,세일빌딩 103호)",031-204-5373,37.2467854568,127.0607970315,분식,,0.0,
78,김밥촌,"경기도 수원시 권선구 세지로94번길 49-4 (권선동, 1층)",031-221-3322,37.2592876465,127.0212201094,분식,,0.0,
79,김밥클래스 뉴코아아울렛동수원점,"경기도 수원시 팔달구 인계로 154, 동수원뉴코아아울렛 지하1층 (인계동)",,37.2662986444,127.0343149778,분식,,0.0,
80,김밥타운,경기도 수원시 장안구 연무로 49 (연무동),031-245-5909,37.2953354028,127.0259673933,분식,,0.0,
81,김밥플러스,경기도 수원시 권선구 정조로 567 (세류동),031-232-5914,37.2597023425,127.0123986049,분식,,0.0,
82,김밥회장님,"경기도 수원시 팔달구 권광로 278, 태양빌딩 102호 (인계동)",,37.2719034717,127.0361415212,분식,,0.0,
83,김밥회장님 권선점,"경기도 수원시 권선구 세권로195번길 33, SK프라자 1층 105호 (권선동)",,37.2568463636,127.026073358,분식,,0.0,
84,김복남맥주 망포역점,"경기도 수원시 영통구 영통로214번길 17, ASK빌딩 1층 (영통동)",031-264-3653,37.2465953656,127.0581596901,한식,,0.0,
85,김복남맥주 수원영통점,경기도 수원시 영통구 청명남로12번길 15 (영통동),,37.250677138,127.0749709475,한식,,0.0,
86,김복남맥주 수원영화점,경기도 수원시 장안구 팔달로259번길 25 (영화동),,37.2897913659,127.0125316717,치킨,,0.0,
87,김복남맥주광교점,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 1층 132호 (이의동)",,37.2876037684,127.0568031498,치킨,,0.0,
88,김부장양꼬치,"경기도 수원시 팔달구 인계로108번길 4, 1층 (인계동)",,37.2676665955,127.0292086563,중식,,0.0,
89,김사부아구찜 남문점,"경기도 수원시 팔달구 행궁로 76, 1층 (팔달로3가)",,37.275841134,127.0155318155,한식,,0.0,
90,김사부아구찜 호매실 맛집,"경기도 수원시 권선구 금호로 73-22, 1층 (금곡동)",,37.2713223289,126.9587030352,한식,,0.0,
91,김사장 육포차(매탄본점),"경기도 수원시 영통구 중부대로246번길 10, 1층 5~7호 (매탄동)",,37.2746589488,127.0423735025,한식,,0.0,
92,김서방,경기도 수원시 팔달구 갓매산로86번길 15 (고등동),,37.2707638769,127.0019167767,치킨,,0.0,
93,김셰프의 집밥,"경기도 수원시 영통구 신원로 55, 테크트리 영통 지식산업센터 지하 1층 128~131호 (신동)",,37.2487558667,127.0478523397,분식,,0.0,
94,김수정식당,"경기도 수원시 장안구 경수대로908번길 14, 1층 (조원동)",031-252-0822,37.3011973902,127.0111830255,한식,,0.0,
95,김양옥,경기도 수원시 팔달구 효원로219번길 48 (인계동),031-233-0263,37.2654312163,127.0269669328,한식,,0.0,
96,김엄마밥집,경기도 수원시 장안구 덕영대로425번길 34 (율전동),031-242-2589,37.3024978476,126.9698762108,분식,,0.0,
97,김영숙칼국수,"경기도 수원시 영통구 매영로159번길 45, 105,106호 (원천동)",031-286-8856,37.2669163468,127.061526023,분식,,0.0,
98,김영희 동태찜 코다리 냉면 뉴코아점,"경기도 수원시 팔달구 인계로 154, 동수원뉴코아아울렛 지하1층 (인계동)",,37.2662986444,127.0343149778,한식,,0.0,
99,김영희동태찜&코다리냉면,경기도 수원시 팔달구 수성로157번길 5-23 (화서동),031-268-5495,37.2868533,126.9891304735,한식,,0.0,
100,김영희동태찜&코다리냉면 망포점,경기도 수원시 영통구 영통로112번길 30 (망포동),031-205-3363,37.2392342133,127.0566242572,한식,,0.0,
101,김윤이 감자탕&뼈숯불구이,경기도 수원시 영통구 매탄로100번길 7-6 (매탄동),031-213-9977,37.2597555846,127.0438507982,한식,,0.0,
102,김윤이 감자탕&뼈숯불구이,"경기도 수원시 영통구 반달로 24, 1층 (영통동)",031-204-6692,37.251316389,127.0747643866,한식,,0.0,
103,"김은숙 국밥,해장국","경기도 수원시 권선구 매송고색로 702, 1층 (고색동)",,37.2506731319,126.9812335951,양식,,0.0,
104,김종근의달구마실,경기도 수원시 영통구 월드컵로193번길 24 (원천동),,37.2781195132,127.0445070519,한식,,0.0,
105,김진옥 아구찜,경기도 수원시 팔달구 효원로 6 (고등동),031-221-9829,37.2730299348,127.0092446871,한식,,0.0,
106,김치독,"경기도 수원시 팔달구 동말로 46-3, 1층 (화서동)",,37.2785492304,126.9991469663,한식,,0.0,
107,김치옥 수원곡반정동점,경기도 수원시 권선구 곡선로 38 (곡반정동),031-234-3801,37.2389910682,127.0286767796,치킨,,0.0,
108,김치찌개 맛있는 집,"경기도 수원시 영통구 태장로 81, 101-6호 (망포동, 이타운II)",031-206-0918,37.2397683581,127.0548397756,한식,,0.0,
109,김치찌개 미화식당 매탄점,"경기도 수원시 영통구 삼성로168번길 81, 2층 201호 (매탄동)",031-211-0247,37.2609232123,127.0594067574,한식,,0.0,
110,김현묵 스시,"경기도 수원시 영통구 반달로35번길 30, 영통역 아이파크 1층 102호 (영통동)",,37.2517767266,127.0774568073,일식,,0.0,
111,김호권의 청년어부 수원화서시장점,"경기도 수원시 팔달구 화양로 27, 1층 (화서동)",,37.2806048932,126.9971367052,일식,,0.0,
112,김희영동태밥상,경기도 수원시 권선구 매송고색로 755 (고색동),031-296-2877,37.2528434436,126.9869696286,한식,,0.0,
113,까꿍(마니푸드 장안구점),"경기도 수원시 장안구 경수대로973번길 13-6, 1층 일부호 (송죽동)",,37.3035042377,127.0045106091,한식,,0.0,
114,까망,"경기도 수원시 영통구 동수원로 482, 16동 109호 (매탄동, 동남상가)",031-211-5593,37.2713656274,127.0438709971,카페,,0.0,
115,까망돼지,경기도 수원시 영통구 영통로501번길 48-14 (영통동),031-202-7972,37.2653233654,127.0770766189,한식,,0.0,
116,까몬 광교앨리웨이점,"경기도 수원시 영통구 광교호수공원로 80, B동 2층 218호 일부호 (원천동, 광교아이파크)",,37.2742096004,127.0617882742,양식,,0.0,
117,까몬 광교점,"경기도 수원시 영통구 센트럴타운로 107, 204동 지1층 B-04호 (이의동, 광교푸르지오 월드마크, 월드스퀘어)",031-304-8358,37.2917159371,127.0477533234,양식,,0.0,
118,까몬 영통점,"경기도 수원시 영통구 청명남로28번길 2, 아이텐텐빌딩 1층 104호 (영통동)",,37.2519040261,127.0752459607,양식,,0.0,
119,까몬 호매실점,"경기도 수원시 권선구 금곡로 225, 딜라이트2 1층 117호 (금곡동)",,37.2751534898,126.9548292556,양식,,0.0,
120,까몬(인계점),"경기도 수원시 팔달구 권광로 208, 인송빌딩 1층 107호 (인계동)",,37.2658825041,127.0339340792,일식,,0.0,
121,까삐네칼국수,경기도 수원시 장안구 송정로 161 (조원동),031-242-4673,37.2978838512,127.0142396059,한식,,0.0,
122,까치 솥뚜껑 닭도리 수원영통점,경기도 수원시 영통구 청명로77번길 27 (영통동),031-205-0882,37.2526890909,127.0780042517,한식,,0.0,
123,까치네칼국수,경기도 수원시 팔달구 장다리로 304 (인계동),031-236-4365,37.2751818232,127.0308763667,한식,,0.0,
124,까치식당,"경기도 수원시 권선구 권광로 114, 1층 (권선동)",,37.2578108642,127.0306006947,한식,,0.0,
125,까치식당 광교,"경기도 수원시 영통구 도청로17번길 40, 1층 114호 (이의동)",,37.2850286389,127.052768325,한식,,0.0,
126,까치식당 망포점,"경기도 수원시 영통구 영통로90번길 12, 1층 102호 (망포동)",,37.2376509249,127.0598917371,한식,,0.0,
127,까칠하고도도한돼지,경기도 수원시 영통구 동수원로513번길 10 (매탄동),031-212-9936,37.2735481625,127.0465197722,한식,,0.0,
128,까투리,경기도 수원시 팔달구 세지로 380 (지동),031-244-4219,37.2840911586,127.0272449962,치킨,,0.0,
129,깐깐 AK플라자수원점,"경기도 수원시 팔달구 덕영대로 924, AK플라자 지하1층 (매산로1가)",,37.2656360259,127.000033255,양식,,0.0,
130,깐부치킨,"경기도 수원시 영통구 영통로 195 (망포동, 322-3 외12필지 골든스퀘어 133호)",031-205-5679,37.2451623291,127.0558002667,치킨,,0.0,
131,깐부치킨 수원SK점,"경기도 수원시 장안구 이목로 24-3, 121호 (정자동, 스카이프라자)",031-268-9987,37.3096213713,126.9847446701,치킨,,0.0,
132,깐부치킨 수원정자점,"경기도 수원시 장안구 대평로90번길 32 (정자동,선일주차타운빌딩 114호)",031-268-3346,37.2964857546,126.9946390492,치킨,,0.0,
133,깐부치킨권선아이파크시티점,"경기도 수원시 권선구 동수원로145번길 73, 상가-1동 101,102호 (권선동, 수원아이파크시티3단지)",031-239-9295,37.2439315696,127.0266277906,치킨,,0.0,
134,깔끔한 밥상,"경기도 수원시 영통구 매탄로204번길 10, 1층 우측호 (매탄동)",,37.2681343178,127.0474432512,한식,,0.0,
135,깜,"경기도 수원시 권선구 상탑로 132-7 (서둔동,지하1층)",,37.2707678621,126.9859795523,술집,,0.0,
136,깜장소,"경기도 수원시 팔달구 고화로39번길 76-1, 1층 (고등동)",,37.2696584349,127.0048452725,한식,,0.0,
137,깡돈 조원점,경기도 수원시 장안구 조원로 74 (조원동),031-258-8333,37.2999870224,127.0171597515,한식,,0.0,
138,깡우동,"경기도 수원시 권선구 세권로 182, 1층 (권선동)",,37.2555218545,127.0239616322,한식,,0.0,
139,깡우동 성대점,경기도 수원시 장안구 화산로233번길 30 (율전동),,37.2984444112,126.9705026648,일식,,0.0,
140,깡우동 수원영화점,"경기도 수원시 장안구 팔달로259번길 24, 1층 (영화동)",031-241-7292,37.2899274534,127.0127451488,일식,,0.0,
141,깡우동 수원인계점,경기도 수원시 팔달구 효원로265번길 41 (인계동),,37.2639430594,127.0312844282,분식,,0.0,
142,깡우동 영통구청점,"경기도 수원시 영통구 매탄로 106 (매탄동,두성프라자110호)",031-224-2433,37.2601061211,127.0435893038,한식,,0.0,
143,깡우동(수원역점),"경기도 수원시 팔달구 덕영대로895번길 8, 1층 (매산로1가)",,37.2688094598,127.0001588963,한식,,0.0,
144,깡우동수원호매실점,"경기도 수원시 권선구 금곡로197번길 18-23, 해피라움블루 1층 112호 (금곡동)",,37.2750447121,126.9527433143,일식,,0.0,
145,깡촌감자탕,"경기도 수원시 장안구 팔달로247번길 34-18, 1층 (영화동)",031-258-3999,37.2900160103,127.0123609945,한식,,0.0,
146,깡통속의선율7090라이브,"경기도 수원시 장안구 서부로2105번길 12, 지하1층 (율전동)",031-295-1160,37.2968814737,126.969712537,치킨,,0.0,
147,깨비막창,경기도 수원시 팔달구 수성로157번길 57-21 (화서동),031-252-3820,37.288515508,126.9878895383,한식,,0.0,
148,깻잎두마리치킨,"경기도 수원시 팔달구 일월로18번길 4-13, 1층 (화서동)",,37.2850871516,126.9809748877,치킨,,0.0,
149,꺼꾸잽이초장집 수원호매실점2,"경기도 수원시 권선구 호매실로90번길 57, 우석스퀘어 201, 202호 (호매실동)",,37.2581298102,126.9635112711,일식,,0.0,
150,꺼벙이분식,경기도 수원시 장안구 수성로261번길 21-2 (정자동),031-241-3715,37.2908126594,127.0002164456,양식,,0.0,
151,꺼병이떡볶이,경기도 수원시 장안구 월드컵로428번길 18 (연무동),,37.294327001,127.0262557836,분식,,0.0,
152,껀룽[CONRONG],"경기도 수원시 팔달구 수성로244번길 25 (화서동, 화서위브하늘채202동107호)",031-243-0322,37.2889768749,127.0009393355,치킨,,0.0,
153,꼬꼬랑호프랑,경기도 수원시 장안구 경수대로 1079 (파장동),031-258-7877,37.309147957,126.9941029242,치킨,,0.0,
154,꼬꼬마을(아대점),경기도 수원시 팔달구 아주로47번길 23 (우만동),031-213-8826,37.2789943734,127.0423021354,치킨,,0.0,
155,꼬꼬맘,"경기도 수원시 권선구 세권로 124, 1층 (세류동)",070-4388-9282,37.2570748004,127.0179074149,치킨,,0.0,
156,꼬꼬몽키,"경기도 수원시 팔달구 매산로 13-4, 매산동어울림센터 1층 1호 (매산로1가)",,37.2676042472,127.0029300981,분식,,0.0,
157,꼬꼬밥상,"경기도 수원시 팔달구 권광로142번길 43-6, 송악화이트빌 103,104호 (인계동)",,37.2597806082,127.0340731752,한식,,0.0,
158,꼬꼬분식,"경기도 수원시 권선구 수성로 47, 상가동 1층 19호 (구운동, 삼환아파트)",,37.2833377571,126.9787645749,분식,,0.0,
159,꼬꼬아찌 숯불치킨 수원역점,경기도 수원시 팔달구 향교로 23 (매산로2가),031-256-3991,37.2684723999,127.0036011098,한식,,0.0,
160,꼬꼬아찌숯불치킨 아주대점,"경기도 수원시 팔달구 아주로39번길 8, 초원빌딩 1층 (우만동)",,37.2784842948,127.043264037,치킨,,0.0,
161,꼬꼬줌마,경기도 수원시 권선구 금곡로 23 (금곡동),031-292-0707,37.2699470294,126.9382417956,치킨,,0.0,
162,꼬꼬통닭,경기도 수원시 장안구 정조로933번길 12 (영화동),031-241-8822,37.2906719613,127.0118603548,치킨,,0.0,
163,꼬뎅 수원고색점,경기도 수원시 권선구 매송고색로 680 (고색동),031-293-9282,37.2500407409,126.9788587195,치킨,,0.0,
164,꼬들집,"경기도 수원시 권선구 금곡로118번길 34-7, 1층 (금곡동)",031-292-5953,37.2724473533,126.9427912959,한식,,0.0,
165,꼬렌,"경기도 수원시 장안구 정자천로173번길 11-10, 202호 (정자동, 뱅뱅프라자)",031-269-9607,37.295744179,126.9940685921,한식,,0.0,
166,꼬르륵치킨,"경기도 수원시 권선구 오목천로39번길 8, 104호 (오목천동,청구1차 상가)",031-297-8585,37.2404059571,126.9669628766,치킨,,0.0,
167,꼬마김밥,"경기도 수원시 권선구 정조로526번길 28-22 (세류동,외1필지)",,37.2551812641,127.0133524321,분식,,0.0,
168,꼬마아닌꼬마김밥,"경기도 수원시 권선구 덕영대로1190번길 100, 707동 상가 102호 (권선동, 수원아이파크시티7단지)",,37.2478269547,127.0202440015,분식,,0.0,
169,꼬미곶닭발,"경기도 수원시 영통구 영통로218번길 58 (영통동,102호)",031-203-7070,37.2468384936,127.0605148377,치킨,,0.0,
170,꼬미곶닭발＆산꼼장어,경기도 수원시 장안구 정조로934번길 22 (영화동),031-242-1118,37.2913476077,127.0139544528,한식,,0.0,
171,꼬순네,"경기도 수원시 장안구 파장천로25번길 2, 1층 (파장동)",,37.3080153757,126.9948440077,치킨,,0.0,
172,꼬지사께 매탄점,"경기도 수원시 영통구 인계로 254, 효원빌라 1층 108호 (매탄동, 효원빌라)",,37.2637711275,127.044976932,치킨,,0.0,
173,꼬치굽는남자,"경기도 수원시 팔달구 팔달문로 79, 1층 (지동)",,37.280377817,127.0250911003,한식,,0.0,
174,꼬치는밤,경기도 수원시 권선구 매송고색로721번길 3 (고색동),031-291-6078,37.2517267568,126.9830643812,한식,,0.0,
175,꼬치미,"경기도 수원시 팔달구 팔달로107번길 10, 1층 (화서동)",031-255-6875,37.2784570889,127.0029489807,치킨,,0.0,
176,꼬치의 품격 수원광교호수공원점,"경기도 수원시 영통구 광교호수공원로 20, 더샵 광교레이크시티 근린생활시설1동 1층 112호 (원천동)",,37.2715230122,127.059243485,한식,,0.0,
177,꼬치의품격 화서점,"경기도 수원시 팔달구 동말로 3, 1층 101호 (화서동)",031-242-9918,37.2771425291,126.9947796731,치킨,,0.0,
178,꼬치핀다,"경기도 수원시 영통구 월드컵로193번길 41 (원천동, 1층일부)",031-282-9465,37.277372806,127.0448837909,치킨,,0.0,
179,꽁술,경기도 수원시 장안구 파장로21번길 12-2 (파장동),031-244-4361,37.3041785222,126.9976793824,치킨,,0.0,
180,꽁시면관롯데몰수원점,"경기도 수원시 권선구 세화로 134, 3층 (서둔동, 롯데몰수원점)",031-8066-1832,37.2641013965,126.9973705173,중식,,0.0,
181,꽃담,경기도 수원시 영통구 청명로59번길 45-21 (영통동),031-205-4589,37.2503090084,127.0804305824,한식,,0.0,
182,꽃담 플라워,"경기도 수원시 영통구 매영로45번길 1, 1층 일부호 (매탄동)",,37.2692707816,127.0476281888,한식,,0.0,
183,꽃대지김치찌개,경기도 수원시 장안구 송정로 122 (조원동),031-241-1253,37.2958043858,127.0105296785,한식,,0.0,
184,꽃뜨루식당,"경기도 수원시 장안구 서부로2123번길 20, 1층 101호일부호 (율전동)",031-295-5190,37.2984967254,126.9701073893,한식,,0.0,
185,꽃마차,"경기도 수원시 팔달구 수원천로 305, 1층 (남수동)",,37.2806107652,127.018050629,치킨,,0.0,
186,꽃미경네반찬&뷔페식백반,경기도 수원시 팔달구 중부대로 189 (우만동),070-5017-1799,37.2771711905,127.0370567153,한식,,0.0,
187,꽃보다치킨,"경기도 수원시 팔달구 세지로399번길 94-22, 1층 (우만동)",031-246-8575,37.2895822042,127.0276393507,치킨,,0.0,
